user,login_count,night_login_count,weekend_login_count,usb_connect_count,usb_disconnect_count,usb_usage_count,email_count_x,attachment_count_x,email_size_total_x,avg_email_size_x,email_count_y,attachment_count_y,email_size_total_y,avg_email_size_y,email_count,attachment_count,email_size_total,avg_email_size,file_access_count,unique_file_count,pdf_count,doc_count,image_count,website_visit_count_x,unique_website_count_x,after_hours_web_activity_x,website_visit_count_y,unique_website_count_y,after_hours_web_activity_y,website_visit_count,unique_website_count,after_hours_web_activity
JLP0053,346,0.0,0.0,0.0,0.0,0.0,4670,0,140000056,29978.598715203425,4670,0,140000056,29978.598715203425,4670,0,140000056,29978.598715203425,0.0,0.0,0.0,0.0,0.0,49335,246,0.0,49335,246,0.0,49335,246,0.0
JLP0975,619,0.0,0.0,0.0,0.0,0.0,3689,3225,111951103,30347.276497695853,3689,3225,111951103,30347.276497695853,3689,3225,111951103,30347.276497695853,0.0,0.0,0.0,0.0,0.0,39444,193,0.0,39444,193,0.0,39444,193,0.0
JLR0351,346,0.0,0.0,0.0,0.0,0.0,6394,3732,191605725,29966.48811385674,6394,3732,191605725,29966.48811385674,6394,3732,191605725,29966.48811385674,0.0,0.0,0.0,0.0,0.0,65740,335,0.0,65740,335,0.0,65740,335,0.0
JLS0802,742,0.0,0.0,696.0,684.0,1380.0,3343,1795,99833556,29863.462758001795,3343,1795,99833556,29863.462758001795,3343,1795,99833556,29863.462758001795,1604.0,1604.0,325.0,1034.0,84.0,31140,215,0.0,31140,215,0.0,31140,215,0.0
JLS0948,723,12.0,1.0,2987.0,2974.0,5961.0,335,230,10009502,29879.110447761195,335,230,10009502,29879.110447761195,335,230,10009502,29879.110447761195,838.0,838.0,168.0,546.0,36.0,3460,96,12.0,3460,96,12.0,3460,96,12.0
JLT0593,707,35.0,3.0,2746.0,2734.0,5480.0,330,79,9930318,30091.872727272726,330,79,9930318,30091.872727272726,330,79,9930318,30091.872727272726,8128.0,8128.0,1630.0,5214.0,427.0,3460,67,58.0,3460,67,58.0,3460,67,58.0
JLW0652,346,0.0,0.0,0.0,0.0,0.0,997,0,30254903,30345.9408224674,997,0,30254903,30345.9408224674,997,0,30254903,30345.9408224674,0.0,0.0,0.0,0.0,0.0,10034,276,0.0,10034,276,0.0,10034,276,0.0
JMS0067,633,0.0,0.0,0.0,0.0,0.0,2954,1550,89849661,30416.269803656058,2954,1550,89849661,30416.269803656058,2954,1550,89849661,30416.269803656058,0.0,0.0,0.0,0.0,0.0,31140,291,0.0,31140,291,0.0,31140,291,0.0
JNB0156,346,0.0,0.0,0.0,0.0,0.0,3006,1229,90299709,30039.823353293414,3006,1229,90299709,30039.823353293414,3006,1229,90299709,30039.823353293414,0.0,0.0,0.0,0.0,0.0,32775,156,0.0,32775,156,0.0,32775,156,0.0
JNL0898,346,0.0,0.0,0.0,0.0,0.0,1010,0,30296032,29996.07128712872,1010,0,30296032,29996.07128712872,1010,0,30296032,29996.07128712872,0.0,0.0,0.0,0.0,0.0,10034,142,0.0,10034,142,0.0,10034,142,0.0
JNW0414,623,0.0,0.0,0.0,0.0,0.0,2998,2005,90245754,30101.98599066044,2998,2005,90245754,30101.98599066044,2998,2005,90245754,30101.98599066044,0.0,0.0,0.0,0.0,0.0,32870,162,0.0,32870,162,0.0,32870,162,0.0
JPB0031,346,0.0,0.0,0.0,0.0,0.0,4661,1795,141126027,30278.057712937138,4661,1795,141126027,30278.057712937138,4661,1795,141126027,30278.057712937138,0.0,0.0,0.0,0.0,0.0,49478,232,0.0,49478,232,0.0,49478,232,0.0
JPR0518,247,0.0,0.0,0.0,0.0,0.0,715,162,21551380,30141.79020979021,715,162,21551380,30141.79020979021,715,162,21551380,30141.79020979021,0.0,0.0,0.0,0.0,0.0,7134,164,0.0,7134,164,0.0,7134,164,0.0
JRB0584,606,0.0,0.0,144.0,141.0,285.0,340,180,10437556,30698.694117647057,340,180,10437556,30698.694117647057,340,180,10437556,30698.694117647057,190.0,190.0,33.0,119.0,18.0,3460,74,0.0,3460,74,0.0,3460,74,0.0
JRC0983,346,0.0,0.0,0.0,0.0,0.0,3020,0,90713762,30037.66953642384,3020,0,90713762,30037.66953642384,3020,0,90713762,30037.66953642384,0.0,0.0,0.0,0.0,0.0,32870,263,0.0,32870,263,0.0,32870,263,0.0
JRO0811,346,0.0,0.0,0.0,0.0,0.0,3000,1056,89578762,29859.587333333333,3000,1056,89578762,29859.587333333333,3000,1056,89578762,29859.587333333333,0.0,0.0,0.0,0.0,0.0,32870,396,0.0,32870,396,0.0,32870,396,0.0
JRW0651,615,0.0,0.0,0.0,0.0,0.0,997,714,30275512,30366.61183550652,997,714,30275512,30366.61183550652,997,714,30275512,30366.61183550652,0.0,0.0,0.0,0.0,0.0,10034,161,0.0,10034,161,0.0,10034,161,0.0
JSC0054,346,0.0,0.0,0.0,0.0,0.0,3006,1021,91349839,30389.167997338656,3006,1021,91349839,30389.167997338656,3006,1021,91349839,30389.167997338656,0.0,0.0,0.0,0.0,0.0,32870,173,0.0,32870,173,0.0,32870,173,0.0
JSC0123,616,0.0,0.0,367.0,365.0,732.0,3720,1930,111847534,30066.54139784946,3720,1930,111847534,30066.54139784946,3720,1930,111847534,30066.54139784946,713.0,713.0,137.0,453.0,31.0,39444,104,0.0,39444,104,0.0,39444,104,0.0
JSC0836,636,0.0,0.0,1039.0,1029.0,2068.0,326,277,10009191,30703.039877300613,326,277,10009191,30703.039877300613,326,277,10009191,30703.039877300613,2367.0,2367.0,478.0,1492.0,120.0,3460,139,0.0,3460,139,0.0,3460,139,0.0
JSM0860,346,0.0,0.0,0.0,0.0,0.0,5057,0,151982367,30053.85940280799,5057,0,151982367,30053.85940280799,5057,0,151982367,30053.85940280799,0.0,0.0,0.0,0.0,0.0,56052,150,0.0,56052,150,0.0,56052,150,0.0
JTA0497,614,0.0,0.0,0.0,0.0,0.0,5057,3994,151488888,29956.276052995847,5057,3994,151488888,29956.276052995847,5057,3994,151488888,29956.276052995847,0.0,0.0,0.0,0.0,0.0,56052,249,0.0,56052,249,0.0,56052,249,0.0
JTF0661,346,0.0,0.0,0.0,0.0,0.0,4756,0,142622281,29987.86396131203,4756,0,142622281,29987.86396131203,4756,0,142622281,29987.86396131203,0.0,0.0,0.0,0.0,0.0,49478,174,0.0,49478,174,0.0,49478,174,0.0
JVA0208,346,0.0,0.0,0.0,0.0,0.0,4629,1635,138980104,30023.785698855045,4629,1635,138980104,30023.785698855045,4629,1635,138980104,30023.785698855045,0.0,0.0,0.0,0.0,0.0,49335,195,0.0,49335,195,0.0,49335,195,0.0
JVH0928,708,0.0,0.0,355.0,353.0,708.0,3014,2343,90174936,29918.69143994692,3014,2343,90174936,29918.69143994692,3014,2343,90174936,29918.69143994692,966.0,966.0,203.0,611.0,45.0,32870,184,0.0,32870,184,0.0,32870,184,0.0
JWF0768,346,0.0,0.0,0.0,0.0,0.0,1018,259,30586083,30045.268172888016,1018,259,30586083,30045.268172888016,1018,259,30586083,30045.268172888016,0.0,0.0,0.0,0.0,0.0,10034,224,0.0,10034,224,0.0,10034,224,0.0
JWP0240,346,0.0,0.0,0.0,0.0,0.0,3043,0,90465346,29728.99967137693,3043,0,90465346,29728.99967137693,3043,0,90465346,29728.99967137693,0.0,0.0,0.0,0.0,0.0,32870,287,0.0,32870,287,0.0,32870,287,0.0
JXC0672,346,0.0,0.0,0.0,0.0,0.0,3031,1075,90928923,29999.644671725506,3031,1075,90928923,29999.644671725506,3031,1075,90928923,29999.644671725506,0.0,0.0,0.0,0.0,0.0,32870,148,0.0,32870,148,0.0,32870,148,0.0
JXF0248,613,0.0,0.0,0.0,0.0,0.0,3021,1259,91344419,30236.48427672956,3021,1259,91344419,30236.48427672956,3021,1259,91344419,30236.48427672956,0.0,0.0,0.0,0.0,0.0,32870,292,0.0,32870,292,0.0,32870,292,0.0
JYC0762,346,0.0,0.0,0.0,0.0,0.0,1007,431,30116363,29907.013902681232,1007,431,30116363,29907.013902681232,1007,431,30116363,29907.013902681232,0.0,0.0,0.0,0.0,0.0,10034,213,0.0,10034,213,0.0,10034,213,0.0
JZM0149,346,0.0,0.0,0.0,0.0,0.0,3704,1554,110632199,29868.304265658742,3704,1554,110632199,29868.304265658742,3704,1554,110632199,29868.304265658742,0.0,0.0,0.0,0.0,0.0,39444,122,0.0,39444,122,0.0,39444,122,0.0
KAB0337,346,0.0,0.0,0.0,0.0,0.0,1000,404,30019397,30019.397,1000,404,30019397,30019.397,1000,404,30019397,30019.397,0.0,0.0,0.0,0.0,0.0,10005,74,0.0,10005,74,0.0,10005,74,0.0
KAB0942,395,0.0,39.0,0.0,0.0,0.0,3387,644,101995785,30113.901682905227,3387,644,101995785,30113.901682905227,3387,644,101995785,30113.901682905227,0.0,0.0,0.0,0.0,0.0,37050,189,0.0,37050,189,0.0,37050,189,0.0
KAD0703,426,0.0,71.0,0.0,0.0,0.0,413,78,12466520,30185.2784503632,413,78,12466520,30185.2784503632,413,78,12466520,30185.2784503632,0.0,0.0,0.0,0.0,0.0,4260,104,0.0,4260,104,0.0,4260,104,0.0
KAH0848,687,26.0,114.0,0.0,0.0,0.0,360,201,10988062,30522.39444444445,360,201,10988062,30522.39444444445,360,201,10988062,30522.39444444445,0.0,0.0,0.0,0.0,0.0,3520,90,30.0,3520,90,30.0,3520,90,30.0
KAW0424,636,0.0,0.0,0.0,0.0,0.0,3004,1697,89628730,29836.46138482024,3004,1697,89628730,29836.46138482024,3004,1697,89628730,29836.46138482024,0.0,0.0,0.0,0.0,0.0,32775,161,0.0,32775,161,0.0,32775,161,0.0
KBD0201,854,62.0,161.0,3756.0,3737.0,7493.0,4652,2472,140540155,30210.69539982803,4652,2472,140540155,30210.69539982803,4652,2472,140540155,30210.69539982803,499.0,499.0,86.0,326.0,30.0,52320,197,464.0,52320,197,464.0,52320,197,464.0
KCP0465,346,0.0,0.0,0.0,0.0,0.0,339,64,10065207,29690.87610619469,339,64,10065207,29690.87610619469,339,64,10065207,29690.87610619469,0.0,0.0,0.0,0.0,0.0,3460,170,0.0,3460,170,0.0,3460,170,0.0
KCS0607,708,0.0,0.0,708.0,700.0,1408.0,5000,3353,150798191,30159.6382,5000,3353,150798191,30159.6382,5000,3353,150798191,30159.6382,2507.0,2507.0,478.0,1614.0,140.0,56052,287,0.0,56052,287,0.0,56052,287,0.0
KDB0660,346,0.0,0.0,0.0,0.0,0.0,1009,0,29896213,29629.54707631318,1009,0,29896213,29629.54707631318,1009,0,29896213,29629.54707631318,0.0,0.0,0.0,0.0,0.0,10034,240,0.0,10034,240,0.0,10034,240,0.0
KDB0753,346,0.0,0.0,0.0,0.0,0.0,5068,0,151636907,29920.463101815312,5068,0,151636907,29920.463101815312,5068,0,151636907,29920.463101815312,0.0,0.0,0.0,0.0,0.0,56052,248,0.0,56052,248,0.0,56052,248,0.0
KDD0104,366,0.0,0.0,118.0,116.0,234.0,3018,2034,91095436,30184.04108681246,3018,2034,91095436,30184.04108681246,3018,2034,91095436,30184.04108681246,2360.0,2360.0,466.0,1492.0,143.0,32870,125,0.0,32870,125,0.0,32870,125,0.0
KDG0200,345,0.0,0.0,0.0,0.0,0.0,3645,1455,109516331,30045.63264746228,3645,1455,109516331,30045.63264746228,3645,1455,109516331,30045.63264746228,0.0,0.0,0.0,0.0,0.0,39444,200,0.0,39444,200,0.0,39444,200,0.0
KDH0466,640,0.0,0.0,705.0,697.0,1402.0,386,71,11767626,30486.077720207253,386,71,11767626,30486.077720207253,386,71,11767626,30486.077720207253,522.0,522.0,103.0,333.0,24.0,3460,96,0.0,3460,96,0.0,3460,96,0.0
KDR0131,346,0.0,0.0,0.0,0.0,0.0,334,73,9868967,29547.80538922156,334,73,9868967,29547.80538922156,334,73,9868967,29547.80538922156,0.0,0.0,0.0,0.0,0.0,3460,140,0.0,3460,140,0.0,3460,140,0.0
KDW0910,346,0.0,0.0,0.0,0.0,0.0,1005,351,29896937,29748.196019900497,1005,351,29896937,29748.196019900497,1005,351,29896937,29748.196019900497,0.0,0.0,0.0,0.0,0.0,10005,177,0.0,10005,177,0.0,10005,177,0.0
KES0127,346,0.0,0.0,0.0,0.0,0.0,3047,0,91784969,30123.06170003282,3047,0,91784969,30123.06170003282,3047,0,91784969,30123.06170003282,0.0,0.0,0.0,0.0,0.0,32870,212,0.0,32870,212,0.0,32870,212,0.0
KEW0174,792,64.0,8.0,148.0,147.0,295.0,5067,2768,153020906,30199.50779553977,5067,2768,153020906,30199.50779553977,5067,2768,153020906,30199.50779553977,712.0,712.0,152.0,454.0,32.0,58820,195,469.0,58820,195,469.0,58820,195,469.0
KFC0739,355,10.0,1.0,148.0,147.0,295.0,5422,1130,163002326,30063.13648100332,5422,1130,163002326,30063.13648100332,5422,1130,163002326,30063.13648100332,2904.0,2904.0,585.0,1871.0,144.0,56052,223,16.0,56052,223,16.0,56052,223,16.0
KFH0728,346,0.0,0.0,0.0,0.0,0.0,5067,1832,151559623,29911.115650286167,5067,1832,151559623,29911.115650286167,5067,1832,151559623,29911.115650286167,0.0,0.0,0.0,0.0,0.0,56052,152,0.0,56052,152,0.0,56052,152,0.0
KGB0766,346,0.0,0.0,0.0,0.0,0.0,1002,235,30391303,30330.641716566864,1002,235,30391303,30330.641716566864,1002,235,30391303,30330.641716566864,0.0,0.0,0.0,0.0,0.0,10005,120,0.0,10005,120,0.0,10005,120,0.0
KHD0782,401,0.0,0.0,155.0,154.0,309.0,1014,612,30257588,29839.83037475345,1014,612,30257588,29839.83037475345,1014,612,30257588,29839.83037475345,2944.0,2944.0,587.0,1912.0,160.0,10034,109,0.0,10034,109,0.0,10034,109,0.0
KHF0903,346,0.0,0.0,0.0,0.0,0.0,1005,0,29936987,29788.046766169155,1005,0,29936987,29788.046766169155,1005,0,29936987,29788.046766169155,0.0,0.0,0.0,0.0,0.0,10005,211,0.0,10005,211,0.0,10005,211,0.0
KIW0087,375,0.0,62.0,0.0,0.0,0.0,2903,515,87601476,30176.188770237684,2903,515,87601476,30176.188770237684,2903,515,87601476,30176.188770237684,0.0,0.0,0.0,0.0,0.0,33200,251,0.0,33200,251,0.0,33200,251,0.0
KJH0166,346,0.0,0.0,0.0,0.0,0.0,4727,0,141934628,30026.36513645018,4727,0,141934628,30026.36513645018,4727,0,141934628,30026.36513645018,0.0,0.0,0.0,0.0,0.0,49478,287,0.0,49478,287,0.0,49478,287,0.0
KJH0444,806,30.0,154.0,863.0,856.0,1719.0,3758,3304,111992785,29801.166844065992,3758,3304,111992785,29801.166844065992,3758,3304,111992785,29801.166844065992,652.0,652.0,135.0,422.0,27.0,41040,192,139.0,41040,192,139.0,41040,192,139.0
KJK0279,640,0.0,0.0,0.0,0.0,0.0,3038,2205,91051237,29970.78242264648,3038,2205,91051237,29970.78242264648,3038,2205,91051237,29970.78242264648,0.0,0.0,0.0,0.0,0.0,32775,233,0.0,32775,233,0.0,32775,233,0.0
KKB0938,615,0.0,0.0,0.0,0.0,0.0,3024,2375,91123626,30133.474206349205,3024,2375,91123626,30133.474206349205,3024,2375,91123626,30133.474206349205,0.0,0.0,0.0,0.0,0.0,32870,246,0.0,32870,246,0.0,32870,246,0.0
KKI0435,28,3.0,1.0,7.0,7.0,14.0,229,46,6996521,30552.49344978166,229,46,6996521,30552.49344978166,229,46,6996521,30552.49344978166,3.0,3.0,1.0,2.0,0.0,2280,79,23.0,2280,79,23.0,2280,79,23.0
KKM0182,346,0.0,0.0,0.0,0.0,0.0,1010,804,29912811,29616.644554455444,1010,804,29912811,29616.644554455444,1010,804,29912811,29616.644554455444,0.0,0.0,0.0,0.0,0.0,10034,108,0.0,10034,108,0.0,10034,108,0.0
KKR0145,346,0.0,0.0,0.0,0.0,0.0,3672,1251,109827560,29909.466230936818,3672,1251,109827560,29909.466230936818,3672,1251,109827560,29909.466230936818,0.0,0.0,0.0,0.0,0.0,39444,216,0.0,39444,216,0.0,39444,216,0.0
KLC0653,346,0.0,0.0,0.0,0.0,0.0,995,221,30402355,30555.130653266333,995,221,30402355,30555.130653266333,995,221,30402355,30555.130653266333,0.0,0.0,0.0,0.0,0.0,10034,272,0.0,10034,272,0.0,10034,272,0.0
KLM0524,611,0.0,0.0,0.0,0.0,0.0,1009,430,30344415,30073.751238850346,1009,430,30344415,30073.751238850346,1009,430,30344415,30073.751238850346,0.0,0.0,0.0,0.0,0.0,10034,173,0.0,10034,173,0.0,10034,173,0.0
KLN0861,608,0.0,0.0,0.0,0.0,0.0,4969,3844,147848005,29754.07627289193,4969,3844,147848005,29754.07627289193,4969,3844,147848005,29754.07627289193,0.0,0.0,0.0,0.0,0.0,55890,153,0.0,55890,153,0.0,55890,153,0.0
KLW0944,264,0.0,0.0,0.0,0.0,0.0,259,50,7732988,29857.096525096524,259,50,7732988,29857.096525096524,259,50,7732988,29857.096525096524,0.0,0.0,0.0,0.0,0.0,2640,126,0.0,2640,126,0.0,2640,126,0.0
KMF0771,779,0.0,127.0,836.0,833.0,1669.0,1210,1059,36112506,29845.046280991737,1210,1059,36112506,29845.046280991737,1210,1059,36112506,29845.046280991737,2655.0,2655.0,523.0,1740.0,126.0,12151,126,0.0,12151,126,0.0,12151,126,0.0
KNG0390,346,0.0,0.0,0.0,0.0,0.0,3014,0,90522354,30033.9595222296,3014,0,90522354,30033.9595222296,3014,0,90522354,30033.9595222296,0.0,0.0,0.0,0.0,0.0,32870,180,0.0,32870,180,0.0,32870,180,0.0
KNG0826,346,0.0,0.0,0.0,0.0,0.0,334,257,9948669,29786.434131736525,334,257,9948669,29786.434131736525,334,257,9948669,29786.434131736525,0.0,0.0,0.0,0.0,0.0,3460,100,0.0,3460,100,0.0,3460,100,0.0
KNM0008,824,0.0,172.0,0.0,0.0,0.0,11550,6935,346606021,30009.179307359307,11550,6935,346606021,30009.179307359307,11550,6935,346606021,30009.179307359307,0.0,0.0,0.0,0.0,0.0,125115,154,0.0,125115,154,0.0,125115,154,0.0
KNM0095,603,60.0,158.0,0.0,0.0,0.0,5057,967,151095656,29878.51611627447,5057,967,151095656,29878.51611627447,5057,967,151095656,29878.51611627447,0.0,0.0,0.0,0.0,0.0,54264,134,491.0,54264,134,491.0,54264,134,491.0
KNW0500,346,0.0,0.0,0.0,0.0,0.0,5042,3612,152031242,30152.96350654502,5042,3612,152031242,30152.96350654502,5042,3612,152031242,30152.96350654502,0.0,0.0,0.0,0.0,0.0,56052,211,0.0,56052,211,0.0,56052,211,0.0
KOL0702,876,0.0,254.0,0.0,0.0,0.0,470,103,14016725,29822.81914893617,470,103,14016725,29822.81914893617,470,103,14016725,29822.81914893617,0.0,0.0,0.0,0.0,0.0,4860,155,0.0,4860,155,0.0,4860,155,0.0
KOM0197,346,0.0,0.0,0.0,0.0,0.0,3688,2950,109325418,29643.551518438177,3688,2950,109325418,29643.551518438177,3688,2950,109325418,29643.551518438177,0.0,0.0,0.0,0.0,0.0,39444,132,0.0,39444,132,0.0,39444,132,0.0
KQG0168,346,0.0,0.0,0.0,0.0,0.0,5010,0,149864083,29912.99061876248,5010,0,149864083,29912.99061876248,5010,0,149864083,29912.99061876248,0.0,0.0,0.0,0.0,0.0,56052,327,0.0,56052,327,0.0,56052,327,0.0
KQL0262,346,0.0,0.0,0.0,0.0,0.0,2964,502,88886670,29988.755060728745,2964,502,88886670,29988.755060728745,2964,502,88886670,29988.755060728745,0.0,0.0,0.0,0.0,0.0,32870,318,0.0,32870,318,0.0,32870,318,0.0
KRP0648,345,0.0,0.0,0.0,0.0,0.0,1007,195,30535293,30323.031777557106,1007,195,30535293,30323.031777557106,1007,195,30535293,30323.031777557106,0.0,0.0,0.0,0.0,0.0,10034,94,0.0,10034,94,0.0,10034,94,0.0
KSF0379,732,0.0,0.0,0.0,0.0,0.0,2996,543,90198728,30106.384512683577,2996,543,90198728,30106.384512683577,2996,543,90198728,30106.384512683577,0.0,0.0,0.0,0.0,0.0,34600,112,0.0,34600,112,0.0,34600,112,0.0
KSP0110,346,0.0,0.0,0.0,0.0,0.0,3062,498,91150911,29768.42292619203,3062,498,91150911,29768.42292619203,3062,498,91150911,29768.42292619203,0.0,0.0,0.0,0.0,0.0,32870,179,0.0,32870,179,0.0,32870,179,0.0
KSS0799,346,0.0,0.0,0.0,0.0,0.0,2995,2506,89954589,30034.921202003337,2995,2506,89954589,30034.921202003337,2995,2506,89954589,30034.921202003337,0.0,0.0,0.0,0.0,0.0,32775,134,0.0,32775,134,0.0,32775,134,0.0
KTW0365,519,180.0,0.0,2.0,2.0,4.0,1424,1122,42399274,29774.77106741573,1424,1122,42399274,29774.77106741573,1424,1122,42399274,29774.77106741573,1.0,1.0,0.0,0.0,0.0,15049,127,31.0,15049,127,31.0,15049,127,31.0
KVD0311,346,0.0,0.0,0.0,0.0,0.0,5001,1909,149850105,29964.028194361126,5001,1909,149850105,29964.028194361126,5001,1909,149850105,29964.028194361126,0.0,0.0,0.0,0.0,0.0,55890,106,0.0,55890,106,0.0,55890,106,0.0
KVG0678,616,0.0,0.0,0.0,0.0,0.0,3052,2152,91824819,30086.769003931848,3052,2152,91824819,30086.769003931848,3052,2152,91824819,30086.769003931848,0.0,0.0,0.0,0.0,0.0,32870,211,0.0,32870,211,0.0,32870,211,0.0
KVV0581,613,0.0,0.0,698.0,692.0,1390.0,330,196,10115714,30653.678787878787,330,196,10115714,30653.678787878787,330,196,10115714,30653.678787878787,1059.0,1059.0,206.0,700.0,50.0,3460,65,0.0,3460,65,0.0,3460,65,0.0
KWM0696,615,0.0,0.0,0.0,0.0,0.0,334,275,9790457,29312.74550898204,334,275,9790457,29312.74550898204,334,275,9790457,29312.74550898204,0.0,0.0,0.0,0.0,0.0,3450,79,0.0,3450,79,0.0,3450,79,0.0
KXH0473,346,0.0,0.0,0.0,0.0,0.0,339,247,10625814,31344.58407079646,339,247,10625814,31344.58407079646,339,247,10625814,31344.58407079646,0.0,0.0,0.0,0.0,0.0,3460,92,0.0,3460,92,0.0,3460,92,0.0
KYB0460,346,0.0,0.0,0.0,0.0,0.0,329,107,9735331,29590.671732522795,329,107,9735331,29590.671732522795,329,107,9735331,29590.671732522795,0.0,0.0,0.0,0.0,0.0,3460,75,0.0,3460,75,0.0,3460,75,0.0
KZW0440,345,0.0,0.0,0.0,0.0,0.0,1021,0,30211022,29589.639569049952,1021,0,30211022,29589.639569049952,1021,0,30211022,29589.639569049952,0.0,0.0,0.0,0.0,0.0,10034,180,0.0,10034,180,0.0,10034,180,0.0
LAC0178,749,23.0,2.0,2986.0,2970.0,5956.0,3015,1702,90533524,30027.702819237147,3015,1702,90533524,30027.702819237147,3015,1702,90533524,30027.702819237147,608.0,608.0,114.0,385.0,31.0,32775,125,176.0,32775,125,176.0,32775,125,176.0
LAH0228,346,0.0,0.0,0.0,0.0,0.0,3049,1294,91256607,29930.01213512627,3049,1294,91256607,29930.01213512627,3049,1294,91256607,29930.01213512627,0.0,0.0,0.0,0.0,0.0,32870,121,0.0,32870,121,0.0,32870,121,0.0
LAP0982,709,14.0,4.0,721.0,716.0,1437.0,3008,534,90214824,29991.63031914893,3008,534,90214824,29991.63031914893,3008,534,90214824,29991.63031914893,399.0,399.0,79.0,259.0,20.0,32870,197,153.0,32870,197,153.0,32870,197,153.0
LAY0061,812,0.0,130.0,431.0,424.0,855.0,3685,2501,110798736,30067.49959294437,3685,2501,110798736,30067.49959294437,3685,2501,110798736,30067.49959294437,537.0,537.0,111.0,344.0,26.0,39425,206,0.0,39425,206,0.0,39425,206,0.0
LBD0835,345,0.0,0.0,0.0,0.0,0.0,333,229,9888235,29694.3993993994,333,229,9888235,29694.3993993994,333,229,9888235,29694.3993993994,0.0,0.0,0.0,0.0,0.0,3460,135,0.0,3460,135,0.0,3460,135,0.0
LBG0803,346,0.0,0.0,0.0,0.0,0.0,3026,612,90346464,29856.72967614012,3026,612,90346464,29856.72967614012,3026,612,90346464,29856.72967614012,0.0,0.0,0.0,0.0,0.0,32870,315,0.0,32870,315,0.0,32870,315,0.0
LBW0372,1420,581.0,0.0,0.0,0.0,0.0,3728,3039,111930334,30024.231223175964,3728,3039,111930334,30024.231223175964,3728,3039,111930334,30024.231223175964,0.0,0.0,0.0,0.0,0.0,39442,238,0.0,39442,238,0.0,39442,238,0.0
LCK0793,346,0.0,0.0,0.0,0.0,0.0,2999,2497,90423204,30151.11837279093,2999,2497,90423204,30151.11837279093,2999,2497,90423204,30151.11837279093,0.0,0.0,0.0,0.0,0.0,32870,178,0.0,32870,178,0.0,32870,178,0.0
LCL0140,726,0.0,0.0,0.0,0.0,0.0,336,235,10019303,29819.354166666668,336,235,10019303,29819.354166666668,336,235,10019303,29819.354166666668,0.0,0.0,0.0,0.0,0.0,3450,150,0.0,3450,150,0.0,3450,150,0.0
LDP0854,346,0.0,0.0,0.0,0.0,0.0,5410,968,163746937,30267.45600739372,5410,968,163746937,30267.45600739372,5410,968,163746937,30267.45600739372,0.0,0.0,0.0,0.0,0.0,56052,268,0.0,56052,268,0.0,56052,268,0.0
LEG0894,346,0.0,0.0,0.0,0.0,0.0,1005,0,30571791,30419.69253731344,1005,0,30571791,30419.69253731344,1005,0,30571791,30419.69253731344,0.0,0.0,0.0,0.0,0.0,10005,203,0.0,10005,203,0.0,10005,203,0.0
LGF0501,346,0.0,0.0,0.0,0.0,0.0,4989,1607,150600592,30186.528763279213,4989,1607,150600592,30186.528763279213,4989,1607,150600592,30186.528763279213,0.0,0.0,0.0,0.0,0.0,56052,267,0.0,56052,267,0.0,56052,267,0.0
LGS0292,902,48.0,198.0,3882.0,3863.0,7745.0,428,252,12518249,29248.245327102803,428,252,12518249,29248.245327102803,428,252,12518249,29248.245327102803,10914.0,10914.0,2161.0,6989.0,522.0,4500,135,33.0,4500,135,33.0,4500,135,33.0
LHC0859,644,12.0,55.0,2446.0,2434.0,4880.0,4491,905,134925172,30043.458472500555,4491,905,134925172,30043.458472500555,4491,905,134925172,30043.458472500555,7055.0,7055.0,1435.0,4503.0,367.0,49896,191,148.0,49896,191,148.0,49896,191,148.0
LIC0092,346,0.0,0.0,0.0,0.0,0.0,2977,1242,88857045,29847.848505206584,2977,1242,88857045,29847.848505206584,2977,1242,88857045,29847.848505206584,0.0,0.0,0.0,0.0,0.0,32680,299,0.0,32680,299,0.0,32680,299,0.0
LIH0293,618,0.0,0.0,0.0,0.0,0.0,334,228,10297762,30831.62275449101,334,228,10297762,30831.62275449101,334,228,10297762,30831.62275449101,0.0,0.0,0.0,0.0,0.0,3460,93,0.0,3460,93,0.0,3460,93,0.0
LJF0620,629,0.0,0.0,0.0,0.0,0.0,5027,3719,149968275,29832.559180425706,5027,3719,149968275,29832.559180425706,5027,3719,149968275,29832.559180425706,0.0,0.0,0.0,0.0,0.0,56052,285,0.0,56052,285,0.0,56052,285,0.0
LJV0743,346,0.0,0.0,0.0,0.0,0.0,5038,3516,150347868,29842.768558951964,5038,3516,150347868,29842.768558951964,5038,3516,150347868,29842.768558951964,0.0,0.0,0.0,0.0,0.0,56052,200,0.0,56052,200,0.0,56052,200,0.0
LKD0080,346,0.0,0.0,0.0,0.0,0.0,3675,0,110679108,30116.764081632653,3675,0,110679108,30116.764081632653,3675,0,110679108,30116.764081632653,0.0,0.0,0.0,0.0,0.0,39444,271,0.0,39444,271,0.0,39444,271,0.0
LKF0851,298,0.0,0.0,0.0,0.0,0.0,4330,893,130899954,30230.93625866051,4330,893,130899954,30230.93625866051,4330,893,130899954,30230.93625866051,0.0,0.0,0.0,0.0,0.0,47952,219,0.0,47952,219,0.0,47952,219,0.0
LKH0051,889,10.0,254.0,530.0,525.0,1055.0,8525,4460,256662800,30107.073313782992,8525,4460,256662800,30107.073313782992,8525,4460,256662800,30107.073313782992,1687.0,1687.0,333.0,1086.0,86.0,92530,196,33.0,92530,196,33.0,92530,196,33.0
